Name,Phone,Address,Description,Website,Social Media
GILLINDER GLASS, 8458565375,"51 Erie Street Port Jervis, NY 12771
USA","Established in 1861, Gillinder Glass is a glass manufacturer and glass fabricator. Located in Port Jervis, New York, Gillinder specializes in pressed and custom molded, clear, and colored glass products. Gillinder products include par, convex, and Fresnel lenses for traditional and LED lighting applications. Also producing vaporproof, military, residential and industrial globes, marine, airport and aircraft glass, molded lenses for landscape, fountain, pool, and outdoor lighting installation. Gillinder offers turnkey solutions for a variety of industries. Our testing and engineering departments are state-of-the-art with glass composition advancements offering over sixty different types including tempering and annealing capabilities. Glasses include crystal, flat, clear or colored, heat resisting borosilicate, soda-lime, infrared, visible blocking, UV transmitting, and much more. Gillinder represents superior quality standards with our products ISO 9001:2015 certification. An in-house mold and design shop offers custom design opportunities and proprietary project development. Additional finishing capabilities include coatings, cutting, drilling, and sandblasting. As a leader in our industry, we take great pride in our rich heritage and long-standing relationships with our clients and are dedicated to meeting our customers' expectations with competitive...",www.gillinderglass.com,"{'Facebook': 'https://www.facebook.com/GillinderGlass', 'Twitter': 'https://twitter.com/GillinderInc', 'LinkedIn': 'https://www.linkedin.com/company/5190684/'}"
GKOLED, (630) 793-9449,"10330 Argonne Woods Drive Suite 200 Woodridge, IL 60517
USA","WE ARE A CUSTOMER FOCUSED, CHICAGO BASED LED LIGHTING WHOLESALER PROVIDING HIGH-QUALITY LIGHTING, DESIGNED AND MANUFACTURED BY INDUSTRY EXPERTS. GKOLED offers innovative, efficient, and user-friendly LED lighting options, thoughtfully created by light designers and engineers with over a decade of experience. Our experts work to continuously improve and expand the products we offer our customers. We emphasize affordable pricing, without compromising on quality. GKOLED fixtures are UL and DLC Listed, a result of thorough product design and use of the latest available LED technology. Additionally, each light is accompanied by a 5-year or 10-year limited warranty, giving you peace of mind in your lighting investment. In addition to the high quality of our products, we take pride in our commitment to provide the highest level of customer service. From hand delivering products in emergency situations to working with our engineers to find solutions for unique customer problems, our top priority is to provide you with the best customer experience in the industry. We utilize a small company approach, actively listening to feedback, looking for ways to help our customers be...",www.gkoled.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
GL OPTIC, (267) 852-2200,"2000 Cabot Blvd. W., Suite 120 Langhorne, PA 19047
USA","Sold, serviced, and supported worldwide, GL Optic manufactures broad spectrum, light measurement solutions for field and laboratory use. Measure and generate .ies and .ldt files in-house, supporting standards conformance, rapid prototyping, incoming parts inspection and final product QA. Our comprehensive, intuitive systems measure all type of LEDs and light sources for general, UV, automotive, medical, horticultural, roadway, eco-design, photobiological safety, another applications. Spectrometers, integrating spheres, goniometers, programmable/reference light sources, thermal & electrical controllers, and analytical software, ideal to measure all light sources, components, modules, and luminaires, and installed systems. Backed by Just Normlicht with over 45 years lighting expertise.",www.gloptic.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
GLINT LIGHTING, (415) 987-3875,"1520 Gilbreth Rd Burlingame, CA 94010
USA","Glint exists to beautifully illuminate spaces for improved well-being, while consuming a minimum of space and resources. Our products disappear into the architecture to provide exceptional light utilization and visual comfort, never drawing undue attention to themselves.",www.glintlighting.com,"{'Facebook': 'https://www.facebook.com/glintlightinginc', 'Twitter': 'https://twitter.com/GlintPhotonics', 'LinkedIn': 'https://www.linkedin.com/company/glint-photonics-inc-'}"
"GM LIGHTING, LLC", (866) 671-0811,"18700 Ridgeland Ave Unit 150 Tinley Park, IL 60477
USA","Since 2004, GM Lighting has been a major supplier of under cabinet lighting, LED linear tape lighting, and accent lighting for the residential, commercial and hospitality industries. As one of the first manufacturers to introduce LED diodes on a linear, flexible tape - we opened up the market that serviced long run, dimmable and high CRI linear applications. GM marketed LED tape in a wide variety of color temps, enabling lighting designers and architects the widest latitude in lighting design.",www.gmlighting.net,"{'Facebook': 'https://www.facebook.com/gmlightingllc/', 'Twitter': 'https://www.twitter.com/gmltg', 'LinkedIn': 'https://www.linkedin.com/company/gm-lighting/'}"
"GOLDENEYE, INC", (760) 602-1037,"6150 Yarrow Dr Carlsbad, CA 92011
USA","Goldeneye® Inc. is a technology company focused on the development, marketing, manufacture and sale of innovative products for the solid-state lighting (SSL) markets, including proprietary light emitting diode (LED)-based light sources for general lighting, projection displays, and other products. Goldeneye® holds 50 U.S. Patents.",www.goldeneyelighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
GOODLITE, 718-697-7503,"500 Division St Perth Amboy, NJ 08861
USA","Goodlite designs and manufactures cutting-edge light products. Our bulbs, fixtures, and luminaires are inspired to bring life’s blessings into full view. By delivering a consistent, reliable, innovative product set, we shine a little light on everything from the showroom to the home to the office",www.gllite.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
GRE ALPHA, 7705380630,"3030 McEver road Bldg. 1, Ste 140 Gainesville, GA 30504
USA","With over two decades of power conversion expertise and a commitment to innovation, GRE Alpha delivers highly efficient, reliable, safe, installation ready and agency-approved LED power conversion products for a wide variety of industry applications, and also low voltage DC LED Flex Light OEM Manufacturing.",www.grealpha.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
GREEN PLANET LED, (800)676-0208,"29145 Warren Avenue Garden City, MI 48135
USA","Based in Garden City, Michigan, Green Planet LED is the sole production facility of our 360 Series LED and Fit-Bar product line using World recognized Nichia LED diodes and the most reliable Meanwell HLG/HVG drivers. Green Planet LED is also a manufacture and wholesaler of other quality LED fixtures including grow lights. Our production facility includes state of the art SMT, fabrication CNC metal shop and a semi automated production line to produce backlit LED panel.",www.greenplanetled.us,"{'Facebook': 'https://www.facebook.com/GreenPlanetLED.US', 'Twitter': '', 'LinkedIn': ''}"
"GRIPLOCK SYSTEMS, LLC", (805) 566-0064,"1029 Cindy Lane Carpinteria, CA 93013
USA","Griplock® Systems has been a market leader in the Cable Suspension Industry since 1992. We are committed to providing high-quality, high-performance and budget-conscious products, backed by outstanding customer service and engineering expertise. Griplock Systems has now merged with Cable Grippers, Inc. For the time being, the two companies will continue to operate as normal, as the merging process is expected to take anywhere from eight months to a year. But customers will have the benefit of access to the resources from both companies, with the best products from their combined catalogs, and faster shipping of orders from either side of the country.",www.griplocksystems.com,"{'Facebook': 'https://facebook.com/griplocksystems', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/griplock-systems'}"
"GRIPPLE, INC.", (630) 406-0600,"1611 Emily Lane Aurora, IL 60502
USA","Gripple is a manufacturer of suspension solutions for lighting, electrical, and many other suspended services for construction. Our cable hanger kits come ready-to-use and are designed to save you time and money with a fast, easy, and aesthetically pleasing installation method.",www.gripple.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/gripple-inc-usa/mycompany/'}"
GRIVEN USA, 864-487-3535,"427 Hyatt Street Gaffney, SC 29341
United States of America","Griven is a global leader in color-changing, tunable, and static white LED lighting solutions for the full gamut of architectural and landscape exterior lighting. Our products provide an inexhaustible palette of inspiration for lighting designers, artists, and architects the world over while redefining industry standards by combining our passion for ideas and innovation with a history of quality and respect for traditional values. By continuously optimizing and upgrading existing products as well as engineering bespoke lighting solutions, the company has demonstrated itself to be a genuine partner and not just a supplier for its customers. Griven’s core business has recently seen the creation of brand-new products with greater attention to aesthetic design and functional features to successfully expand its portfolio of products with long-term technical expertise and high-quality production.",www.griven-usa.com,"{'Facebook': 'https://www.facebook.com/GrivenUSA', 'Twitter': 'https://twitter.com/GrivenUSA', 'LinkedIn': 'https://www.linkedin.com/company/grivenusa'}"
HALCON LIGHTING & ELECTRICAL, +1 4698941684,"3601 Grapevine Mills Pkwy Apt 1518 Grapevine Dallas, TX 76051
United States of America","Halcon Lighting is a professional manufacturer of LED Linear High Bay, LED Strip, LED Troffer, LED vapor Light, LED under cabinet light, LED architectural light, LED linear light. we have ETL and DLC certified. We have 10 years manufacturing on LED commercial lights.",www.halconlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
